,year,title,speaker
606,2015,第４９回自衛隊高級幹部会同　安倍内閣総理大臣訓示,安倍晋三
607,2015,新たな開発目標の時代とユニバーサル・ヘルス・カバレッジ（ＵＨＣ）国際会議開会セッション　安倍総理スピーチ,安倍晋三
608,2016,安倍内閣総理大臣　平成２８年　年頭所感,安倍晋三
609,2016,内閣総理大臣声明,安倍晋三
610,2016,「アジアの価値観と民主主義」シンポジウムでの安倍総理の挨拶,安倍晋三
611,2016,ダボス会議・ジャパンナイト　安倍総理メッセージ,安倍晋三
612,2016,「中文導報」への総理春節メッセージの寄稿（中国語）,安倍晋三
613,2016,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
614,2016,国民の皆様へ（東日本大震災五周年に当たって）,安倍晋三
615,2016,ＣＬＳＡジャパンフォーラム２０１６　安倍総理講演,安倍晋三
616,2016,内閣総理大臣コメント（北朝鮮による核実験及び弾道ミサイル発射に関する国連安保理決議の採択について）,安倍晋三
617,2016,「東日本大震災五周年追悼式」における内閣総理大臣式辞,安倍晋三
618,2016,海上保安学校卒業式　内閣総理大臣祝辞,安倍晋三
619,2016,平成２７年度　防衛大学校卒業式　内閣総理大臣訓示,安倍晋三
620,2016,第５０回 国家公務員合同初任研修開講式　安倍内閣総理大臣訓示,安倍晋三
621,2016,２０１６年Ｇ７伊勢志摩サミットに向けた世界人口開発議員会議開会式　安倍総理基調演説,安倍晋三
622,2016,対日投資セミナー　安倍総理スピーチ,安倍晋三
623,2016,安倍総理コメント（オバマ大統領の広島訪問について）,安倍晋三
624,2016,広島平和記念公園における安倍晋三首相のステートメント,安倍晋三
625,2016,富士山会合レセプション　安倍晋三総理の挨拶,安倍晋三
626,2016,平成２８年沖縄全戦没者追悼式における内閣総理大臣挨拶,安倍晋三
627,2016,フランス共和国・ニースにおける事件を受けた安倍内閣総理大臣によるフランソワ・オランド大統領宛弔意メッセージ,安倍晋三
628,2016,「海の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
629,2016,ドイツ連邦共和国・ミュンヘンにおける銃撃事件を受けた安倍内閣総理大臣によるアンゲラ・メルケル首相宛弔意メッセージ,安倍晋三
630,2016,一億総活躍・地方創生全国大会ｉｎ九州　安倍総理講演,安倍晋三
631,2016,内閣総理大臣談話,安倍晋三
632,2016,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,安倍晋三
633,2016,金メダル第１号を祝しての内閣総理大臣メッセージ,安倍晋三
634,2016,長崎原爆犠牲者慰霊平和祈念式典あいさつ,安倍晋三
635,2016,全国戦没者追悼式式辞,安倍晋三
636,2016,シンガポール共和国のセラパン・ラマ・ナザン前大統領の逝去に関する安倍内閣総理大臣によるリー・シェンロン首相宛弔意メッセージ,安倍晋三
637,2016,ＵＨＣ ｉｎ Ａｆｒｉｃａに関するハイレベルパネル 安倍総理スピーチ,安倍晋三
638,2016,ＴＩＣＡＤ VI（第６回アフリカ開発会議）開会セッション　安倍総理基調演説,安倍晋三
639,2016,ＳＴＳフォーラム　安倍総理スピーチ,安倍晋三
640,2016,農業に関する笹川アフリカ協会主催セミナー　安倍総理スピーチ,安倍晋三
641,2016,ＪＩＣＡハイレベルパネル　安倍総理スピーチ,安倍晋三
642,2016,ＴＩＣＡＤ VI 全体会合２　安倍総理スピーチ,安倍晋三
643,2016,日・アフリカ・ビジネスカンファレンス　安倍総理スピーチ,安倍晋三
644,2016,東方経済フォーラム全体会合　安倍総理スピーチ,安倍晋三
645,2016,フィリピン共和国・ダバオにおけるテロ事件を受けた安倍内閣総理大臣によるロドリゴ・ドゥテルテ大統領宛お見舞いメッセージ,安倍晋三
646,2016,ＡＳＥＡＮビジネス投資サミット 安倍総理スピーチ,安倍晋三
647,2016,内閣総理大臣声明,安倍晋三
648,2016,第５０回自衛隊高級幹部会同　安倍内閣総理大臣訓示,安倍晋三
649,2016,難民及び移民に関する国連サミット　安倍総理スピーチ,安倍晋三
650,2016,日本政府観光局（ＪＮＴＯ）主催訪日観光セミナー　安倍総理スピーチ,安倍晋三
651,2016,対日投資セミナー　安倍総理スピーチ,安倍晋三
652,2016,ＨｅＦｏｒＳｈｅレセプション　安倍総理スピーチ,安倍晋三
653,2016,オバマ米大統領主催難民サミット　安倍総理スピーチ,安倍晋三
654,2016,第７１回国連総会における安倍内閣総理大臣一般討論演説,安倍晋三
655,2016,安倍総理と金融関係者との対話,安倍晋三
656,2016,イスラエル国のシモン・ペレス前大統領の逝去を受けた安倍内閣総理大臣弔意メッセージ,安倍晋三
657,2016,ノーベル生理学・医学賞 内閣総理大臣コメント,安倍晋三
658,2016,サントス・コロンビア大統領のノーベル平和賞受賞に際する安倍総理の祝意メッセージ,安倍晋三
659,2016,プミポン・タイ国王陛下の崩御に際する安倍内閣総理大臣によるプラユット・タイ首相宛弔辞,安倍晋三
660,2016,平成２８年度自衛隊記念日観閲式　安倍内閣総理大臣訓示,安倍晋三
661,2016,内閣総理大臣謹話,安倍晋三
662,2016,「パリ協定」の受諾に関する内閣総理大臣の談話,安倍晋三
663,2016,安倍晋三内閣総理大臣によるドナルド・トランプ次期米国大統領宛祝辞,安倍晋三
664,2016,トランプ次期米国大統領との会談,安倍晋三
665,2016,日本・アルゼンチン経済フォーラム 安倍総理スピーチ,安倍晋三
666,2016,日系人との交流行事 安倍総理スピーチ,安倍晋三
667,2016,インド・プクラヤンにおける鉄道脱線事故を受けた安倍内閣総理大臣によるナレンドラ・モディ首相宛お見舞いメッセージ,安倍晋三
668,2016,内閣総理大臣コメント（北朝鮮による核実験等に関する国連安保理決議の採択について）,安倍晋三
669,2016,「山・鉾・屋台行事」ユネスコ無形文化遺産登録に当たっての総理メッセージ,安倍晋三
670,2016,ＷＡＷ！２０１６公開フォーラム 安倍総理スピーチ,安倍晋三
671,2016,日露ビジネス対話 安倍総理スピーチ,安倍晋三
672,2016,内外情勢調査会全国懇談会 安倍総理スピーチ,安倍晋三
673,2016,米国訪問　日米両首脳によるステートメント,安倍晋三
674,2017,安倍内閣総理大臣　平成２９年　年頭所感,安倍晋三
675,2017,日豪ビジネス会合 安倍総理スピーチ,安倍晋三
676,2017,日豪観光セミナー 安倍総理スピーチ,安倍晋三
677,2017,日本・インドネシア・ビジネス会合 安倍総理スピーチ,安倍晋三
678,2017,内閣総理大臣談話,安倍晋三
679,2017,安倍晋三内閣総理大臣によるドナルド・トランプ米国大統領宛祝辞,安倍晋三
680,2017,安倍晋三内閣総理大臣による春節メッセージ,安倍晋三
681,2017,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
682,2017,国民の皆様へ（東日本大震災六周年に当たって）,安倍晋三
683,2017,「東日本大震災六周年追悼式」における内閣総理大臣式辞,安倍晋三
684,2017,内閣総理大臣コメント（Ｈ－IIＡロケット３３号機の打上げ成功について）,安倍晋三
685,2017,国際情報通信技術見本市（ＣｅＢＩＴ）ウェルカムナイト　安倍総理スピーチ,安倍晋三
686,2017,平成２８年度　防衛大学校卒業式　内閣総理大臣訓示,安倍晋三
687,2017,監査監督機関国際フォーラム（ＩＦＩＡＲ）常設事務局開設に関する安倍内閣総理大臣祝辞,安倍晋三
688,2017,安倍総理大臣によるサントス・コロンビア大統領宛お見舞いメッセージ,安倍晋三
689,2017,第５１回 国家公務員合同初任研修開講式　安倍内閣総理大臣訓示,安倍晋三
690,2017,健軍駐屯地における安倍内閣総理大臣訓示,安倍晋三
691,2017,熊本地震犠牲者追悼式　内閣総理大臣　追悼の辞,安倍晋三
692,2017,本21日（現地時間20日夜）、パリでの銃撃テロ事件を受けた安倍内閣総理大臣によるフランソワ・オランド・フランス共和国大統領宛てお見舞いメッセージ,安倍晋三
693,2017,２０２５年国際博覧会開催国への立候補表明文書（内閣総理大臣書簡）,安倍晋三
694,2017,安倍晋三内閣総理大臣によるエマニュエル・マクロン次期フランス共和国大統領宛祝辞,安倍晋三
695,2017,大韓民国の大統領選挙に関する安倍内閣総理大臣のコメント,安倍晋三
696,2017,ウォール・ストリート・ジャーナル主催ＣＥＯカウンシル ディナープログラム 安倍総理スピーチ,安倍晋三
697,2017,安倍晋三内閣総理大臣によるハッサン・ローハニ・イラン・イスラム共和国大統領宛て祝辞,安倍晋三
698,2017,ボストン・コンサルティング・グループ年次経営総会　安倍総理スピーチ,安倍晋三
699,2017,安倍晋三内閣総理大臣によるテリーザ・メイ英国首相宛てメッセージ,安倍晋三
700,2017,南スーダン派遣施設隊隊旗返還式における安倍内閣総理大臣訓示,安倍晋三
701,2017,内閣総理大臣コメント（北朝鮮による累次の弾道ミサイル発射等に関する国連安保理決議の採択について）,安倍晋三
702,2017,安倍晋三内閣総理大臣によるテリーザ・メイ英国首相宛てメッセージ,安倍晋三
703,2017,第２３回国際交流会議「アジアの未来」晩餐会  安倍内閣総理大臣スピーチ,安倍晋三
704,2017,安倍内閣総理大臣によるハッサン・ローハニ・イラン大統領宛てメッセージ,安倍晋三
705,2017,安倍晋三内閣総理大臣によるドナルド・トランプ米国大統領宛てメッセージ,安倍晋三
706,2017,安倍晋三内閣総理大臣によるアンゲラ・メルケル独首相宛てメッセージ,安倍晋三
707,2017,平成２９年沖縄全戦没者追悼式における内閣総理大臣挨拶,安倍晋三
708,2017,「『神宿る島』宗像・沖ノ島と関連遺産群」世界遺産登録に当たっての総理メッセージ,安倍晋三
709,2017,2017年「海の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
710,2017,故大田昌秀元沖縄県知事県民葬　内閣総理大臣　追悼の辞,安倍晋三
711,2017,内閣総理大臣談話,安倍晋三
712,2017,安倍内閣総理大臣コメント（北朝鮮による累次の弾道ミサイル発射等に関する国連安保理決議の採択について）,安倍晋三
713,2017,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,安倍晋三
714,2017,長崎原爆犠牲者慰霊平和祈念式典あいさつ,安倍晋三
715,2017,平成二十九年　全国戦没者追悼式式辞,安倍晋三
716,2017,安倍晋三内閣総理大臣によるマリアノ・ラホイ・ブレイ・スペイン王国首相宛てメッセージ,安倍晋三
717,2017,内閣総理大臣の談話（羽田元内閣総理大臣の逝去について）,安倍晋三
718,2017,内閣総理大臣コメント,安倍晋三
719,2017,内閣総理大臣声明,安倍晋三
720,2017,東方経済フォーラム全体会合　安倍総理スピーチ,安倍晋三
721,2017,安倍晋三内閣総理大臣によるエンリケ・ペニャ・ニエト・メキシコ合衆国大統領宛てメッセージ,安倍晋三
722,2017,第５１回自衛隊高級幹部会同　安倍内閣総理大臣訓示,安倍晋三
723,2017,安倍内閣総理大臣コメント（北朝鮮による核実験等に関する国連安保理決議の採択について）,安倍晋三
724,2017,安倍内閣総理大臣コメント,安倍晋三
725,2017,高速鉄道起工式典　安倍総理スピーチ,安倍晋三
726,2017,日・インド・ビジネス全体会合　安倍総理スピーチ,安倍晋三
727,2017,ＵＨＣ:万人の健康を通じたＳＤＧｓの達成 安倍総理スピーチ,安倍晋三
728,2017,安倍晋三内閣総理大臣によるエンリケ・ペニャ・ニエト・メキシコ合衆国大統領宛てメッセージ,安倍晋三
729,2017,第７２回国連総会における安倍内閣総理大臣一般討論演説,安倍晋三
730,2017,ニューヨーク証券取引所における安倍総理の経済スピーチ,安倍晋三
731,2017,ＨｅＦｏｒＳｈｅ ＩＭＰＡＣＴ１０×１０×１０ 男女平等報告書発表式　安倍総理スピーチ,安倍晋三
732,2017,日中国交正常化４５周年に関する安倍晋三内閣総理大臣及び李克強・中華人民共和国国務院総理の祝電の交換,安倍晋三
733,2017,護衛艦「みょうこう」における安倍内閣総理大臣訓示,安倍晋三
734,2017,ＳＴＳフォーラム第１４回年次総会における安倍総理スピーチ,安倍晋三
735,2017,米国ラスベガスにおける銃撃事件を受けた安倍内閣総理大臣によるドナルド・トランプ大統領宛てお見舞いメッセージ,安倍晋三
736,2017,ノーベル文学賞 内閣総理大臣コメント,安倍晋三
737,2017,内閣総理大臣談話（安倍晋三内閣総理大臣）,安倍晋三
738,2017,国際女性会議ＷＡＷ！（ＷＡＷ！２０１７）特別イベント「女性のエンパワーメント」 安倍総理スピーチ,安倍晋三
739,2017,イラン・イラク国境で発生した地震を受けた安倍内閣総理大臣によるフアード・マアスーム・イラク共和国大統領及びハイダル・アバーディー・イラク共和国首相宛てお見舞いメッセージ,安倍晋三
740,2017,エジプトのシナイ半島におけるテロ事件を受けた安倍内閣総理大臣によるアブドゥルファッターハ・エルシーシ・エジプト・アラブ共和国大統領宛てお見舞いメッセージ,安倍晋三
741,2017,安倍晋三内閣総理大臣によるドナルド・トランプ米国大統領宛てメッセージ,安倍晋三
742,2017,内閣総理大臣の談話（安倍晋三内閣総理大臣）,安倍晋三
743,2017,ＵＨＣフォーラム２０１７ハイレベルオープニングセッション 安倍総理スピーチ,安倍晋三
744,2017,共同通信加盟社編集局長会議安倍総理スピーチ,安倍晋三
745,2017,内外情勢調査会全国懇談会 安倍総理講演,安倍晋三
746,2017,北朝鮮による弾道ミサイル発射等に関する国連安保理決議の採択について（安倍晋三内閣総理大臣コメント）,安倍晋三
747,2018,安倍内閣総理大臣　平成３０年　年頭所感,安倍晋三
748,2018,日本インドネシア国交樹立６０周年に際する安倍晋三内閣総理大臣及びジョコ・ウィドド・インドネシア共和国大統領のメッセージの交換,安倍晋三
749,2018,台湾東部で発生した地震を受けた安倍内閣総理大臣によるお見舞いメッセージ,安倍晋三
750,2018,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ（安倍晋三内閣総理大臣）,安倍晋三
751,2018,ロシア・モスクワ近郊における民間旅客機墜落に際する安倍内閣総理大臣によるウラジーミル・ウラジーミロヴィチ・プーチン・ロシア連邦大統領宛て弔意メッセージ,安倍晋三
752,2018,国民の皆様へ（東日本大震災七周年に当たって）（安倍晋三内閣総理大臣）,安倍晋三
753,2018,「東日本大震災七周年追悼式」における内閣総理大臣式辞（安倍晋三内閣総理大臣）,安倍晋三
754,2018,平成２９年度　防衛大学校卒業式　内閣総理大臣訓示（安倍晋三内閣総理大臣）,安倍晋三
755,2018,フランス南部カルカッソンヌ近郊でのテロ事件を受けた安倍内閣総理大臣によるエマニュエル・マクロン・フランス共和国大統領宛てお見舞いメッセージ,安倍晋三
756,2018,海上保安大学校卒業式　内閣総理大臣祝辞（安倍晋三内閣総理大臣）,安倍晋三
757,2018,ロシア・ケメロヴォ州における商業施設の火災を受けた安倍総理大臣発プーチン・ロシア大統領宛て弔意メッセージ,安倍晋三
758,2018,第５２回 国家公務員合同初任研修開講式　安倍内閣総理大臣訓示,安倍晋三
759,2018,日ＵＡＥビジネス・フォーラム 安倍総理スピーチ,安倍晋三
760,2018,インド北部を中心とする砂嵐被害に対する安倍総理大臣発モディ・インド首相宛てお見舞いメッセージ,安倍晋三
761,2018,日中韓ビジネスサミット 安倍総理スピーチ,安倍晋三
762,2018,パリ市内におけるナイフによる襲撃事件を受けた安倍総理大臣発エマニュエル・マクロン・フランス共和国大統領宛てお見舞いメッセージ,安倍晋三
763,2018,太平洋・島サミット（ＰＡＬＭ８）首脳会合における安倍総理の冒頭発言,安倍晋三
764,2018,日露ビジネス対話 安倍総理スピーチ,安倍晋三
765,2018,サンクトペテルブルク国際経済フォーラム 安倍総理スピーチ,安倍晋三
766,2018,第２４回国際交流会議「アジアの未来」晩さん会 安倍総理スピーチ,安倍晋三
767,2018,内閣総理大臣コメント（Ｈ－IIＡロケット３９号機の打上げ成功について）,安倍晋三
768,2018,平成３０年沖縄全戦没者追悼式における内閣総理大臣挨拶,安倍晋三
769,2018,「長崎と天草地方の潜伏キリシタン関連遺産」世界遺産登録に当たっての総理メッセージ,安倍晋三
770,2018,第５回ＲＣＥＰ中間閣僚会合 安倍総理スピーチ,安倍晋三
771,2018,"シンポジウム・アジアの価値観と民主主義における安倍晋三日本国総理大臣の挨拶
",安倍晋三
772,2018,２０１８年「海の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
773,2018,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,安倍晋三
774,2018,長崎原爆犠牲者慰霊平和祈念式典あいさつ,安倍晋三
775,2018,"日中平和友好条約署名４０周年に関する安倍晋三内閣総理大臣及び李克強・中華人民共和国国務院総理の祝電の交換
",安倍晋三
776,2018,平成三十年　全国戦没者追悼式式辞,安倍晋三
777,2018,インド南部ケララ州を中心とする豪雨被害に対する安倍総理大臣発ナレンドラ・モディ・インド首相宛てお見舞いメッセージ,安倍晋三
778,2018,アナン元国連事務総長の逝去を受けた安倍総理大臣によるアントニオ・マヌエル・デ・オリヴェイラ・グテーレス国連事務総長宛て弔意メッセージ,安倍晋三
779,2018,マケイン米上院議員の逝去を受けた安倍総理大臣によるメッセージの発出,安倍晋三
780,2018,第５２回自衛隊高級幹部会同　安倍内閣総理大臣訓示,安倍晋三
781,2018,東方経済フォーラム全体会合　安倍総理スピーチ,安倍晋三
782,2018,フィナンシャル・タイムズ紙（英国）への安倍総理大臣寄稿,安倍晋三
783,2018,第７３回国連総会における安倍内閣総理大臣一般討論演説,安倍晋三
784,2018,インドネシア・スラウェシ島で発生した地震及び津波による被害に対する安倍総理大臣によるお見舞いメッセージ,安倍晋三
785,2018,ノーベル生理学・医学賞 内閣総理大臣コメント,安倍晋三
786,2018,内閣総理大臣談話,安倍晋三
787,2018,ＳＴＳフォーラム第１５回年次総会における安倍総理スピーチ,安倍晋三
788,2018,共同通信加盟社編集局長会議 安倍総理スピーチ,安倍晋三
789,2018,平成３０年度自衛隊記念日観閲式　安倍内閣総理大臣訓示,安倍晋三
790,2018,消費税率引上げとそれに伴う対応について（臨時閣議における総理発言）,安倍晋三
791,2018,明治１５０年記念式典　安倍内閣総理大臣式辞,安倍晋三
792,2018,日中平和友好条約締結４０周年記念レセプション　安倍総理挨拶,安倍晋三
793,2018,日中第三国市場協力フォーラム　安倍総理スピーチ,安倍晋三
794,2018,イクシス記念式典　安倍総理挨拶,安倍晋三
795,2018,巡視船「えちご」における安倍内閣総理大臣訓示,安倍晋三
796,2018,内閣総理大臣コメント（第１６４回ＢＩＥ総会において、日本が２０２５年国際博覧会の開催地として選ばれたことについて）,安倍晋三
797,2018,「来訪神：仮面・仮装の神々」のユネスコ無形文化遺産登録に当たっての総理メッセージ,安倍晋三
798,2018,日・アルゼンチン外交関係樹立１２０周年閉幕式　安倍総理挨拶,安倍晋三
799,2018,ジョージ・Ｈ・Ｗ・ブッシュ第４１代米国大統領の逝去に関する安倍内閣総理大臣の談話,安倍晋三
800,2018,在パラグアイの日系人・在留邦人との懇談　安倍総理挨拶,安倍晋三
801,2018,在ウルグアイ日系人・在留邦人との懇談　安倍総理挨拶,安倍晋三
802,2018,高知県沖における米海兵機の墜落事故を受けた安倍総理大臣によるトランプ米国大統領宛てメッセージ,安倍晋三
803,2018,フランス・ストラスブール市内における銃撃事件を受けた安倍総理大臣のお見舞いメッセージ,安倍晋三
804,2019,ロシア・チェリャビンスク州におけるアパートでのガス爆発事故を受けた安倍総理大臣によるウラジーミル・ウラジーミロヴィチ・プーチン・ロシア連邦大統領宛てお見舞いメッセージ,安倍晋三
805,2019,ジャパン・ナイト　安倍総理スピーチ,安倍晋三
806,2019,世界経済フォーラム年次総会　安倍総理スピーチ,安倍晋三
807,2019,安倍晋三内閣総理大臣による春節メッセージ,安倍晋三
808,2019,安倍晋三内閣総理大臣による春節の挨拶,安倍晋三
809,2019,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
810,2019,インド北部ジャンム・カシミール州におけるテロ事件に対する安倍総理大臣によるお見舞いメッセージ,安倍晋三
811,2019,国民の皆様へ（東日本大震災八周年に当たって）,安倍晋三
812,2019,「天皇陛下御在位三十年記念式典」における内閣総理大臣式辞,安倍晋三
813,2019,「東日本大震災八周年追悼式」における内閣総理大臣式辞,安倍晋三
814,2019,Ｂ２０東京サミット閉会セッション安倍総理挨拶,安倍晋三
815,2019,クライストチャーチのモスクでの銃撃事件に対する安倍総理大臣のメッセージの発出,安倍晋三
816,2019,平成３０年度　防衛大学校卒業式　内閣総理大臣訓示,安倍晋三
817,2019,第５回 国際女性会議ＷＡＷ！／Ｗ２０安倍総理挨拶,安倍晋三
818,2019,第５３回 国家公務員合同初任研修開講式　安倍内総理大臣訓示,安倍晋三
819,2019,スリランカにおけるテロ事件に対する安倍総理大臣発シリセーナ大統領宛のお見舞いメッセージの発出,安倍晋三
820,2019,スリランカにおけるテロ事件に対する安倍総理大臣発ウィクラマシンハ首相宛のお見舞いメッセージの発出,安倍晋三
821,2019,退位礼正殿の儀　国民代表の辞,安倍晋三
822,2019,即位後朝見の儀　国民代表の辞,安倍晋三
823,2019,第２５回 国際交流会議「アジアの未来」晩さん会安倍総理スピーチ,安倍晋三
825,2019,令和元年沖縄全戦没者追悼式における内閣総理大臣挨拶,安倍晋三
826,2019,Ｇ２０大阪サミット デジタル経済に関する首脳特別イベント 安倍総理スピーチ,安倍晋三
827,2019,Ｇ２０大阪サミット 第１セッション 安倍総理スピーチ,安倍晋三
828,2019,Ｇ２０大阪サミット 女性のエンパワーメントに関する首脳特別イベント 安倍総理スピーチ,安倍晋三
829,2019,Ｇ２０大阪サミット 第３セッション 安倍総理スピーチ,安倍晋三
830,2019,Ｇ２０大阪サミット　閉会セッション　安倍総理スピーチ,安倍晋三
831,2019,日露交流年閉会式 安倍総理挨拶,安倍晋三
832,2019,「百舌鳥・古市古墳群」世界文化遺産登録に当たっての総理メッセージ（安倍晋三総理大臣）,安倍晋三
833,2019,ハンセン病家族国家賠償請求訴訟の判決受入れに当たっての内閣総理大臣談話,安倍晋三
834,2019,２０１９年「海の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
835,2019,東京２０２０オリンピック１年前セレモニー 安倍総理挨拶,安倍晋三
836,2019,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,安倍晋三
837,2019,米国テキサス州エルパソ市、オハイオ州デイトン市における銃撃事件を受けた安倍総理大臣によるドナルド・トランプ米国大統領宛てお見舞いメッセージ,安倍晋三
838,2019,長崎原爆犠牲者慰霊平和祈念式典あいさつ,安倍晋三
839,2019,令和元年度全国戦没者追悼式総理大臣式辞,安倍晋三
840,2019,ササカワ・アフリカ財団主催シンポジウム「アフリカ農業と未来―若者の力と農業ビジネス―」 安倍総理スピーチ,安倍晋三
841,2019,ＳＴＳフォーラム 安倍総理スピーチ,安倍晋三
842,2019,ＴＩＣＡＤ７開会式・全体会合 安倍総理基調演説,安倍晋三
843,2019,ＴＩＣＡＤ７全体会合３ 官民ビジネス対話 安倍総理スピーチ,安倍晋三
844,2019,アフリカの角及び周辺地域の平和と安定特別会合 安倍総理挨拶,安倍晋三
845,2019,ＪＥＴＲＯ主催ビジネスフォーラム 安倍総理スピーチ,安倍晋三
846,2019,第7回アフリカ開発会議（TICAD7）　閉会式における安倍総理大臣による挨拶,安倍晋三
847,2019,東方経済フォーラム全体会合　安倍総理スピーチ,安倍晋三
848,2019,内閣総理大臣談話（安倍晋三内閣総理大臣）,安倍晋三
849,2019,ポヒヴァ・トンガ首相の逝去を受けた安倍総理大臣によるセミシ・キオア・ラフ・シカ・トンガ首相兼外相代行宛て弔意メッセージ,安倍晋三
850,2019,第５３回自衛隊高級幹部会同　安倍内閣総理大臣訓示,安倍晋三
851,2019,国連ユニバーサル・ヘルス・カバレッジ（ＵＨＣ）ハイレベル会合 安倍総理スピーチ,安倍晋三
852,2019,ＳＤＧサミット 総理スピーチ,安倍晋三
853,2019,第７４回国連総会における安倍内閣総理大臣一般討論演説,安倍晋三
854,2019,欧州連結性フォーラム 安倍総理基調講演,安倍晋三
855,2019,ジャック・シラク・フランス共和国元大統領の逝去を受けた安倍総理大臣からベルナデット・シラク元大統領夫人へのメッセージ,安倍晋三
856,2019,共同通信加盟社編集局長会議 安倍総理スピーチ,安倍晋三
857,2019,ＳＴＳフォーラム第１６回年次総会における安倍総理スピーチ,安倍晋三
858,2019,ノーベル化学賞 内閣総理大臣コメント,安倍晋三
859,2019,アビィ・エチオピア首相のノーベル平和賞受賞に際する安倍総理大臣による祝意メッセージ,安倍晋三
860,2019,即位礼正殿の儀　寿詞,安倍晋三
861,2019,緒方貞子国際協力機構（ＪＩＣＡ）元理事長の逝去に際する安倍総理大臣メッセージ,安倍晋三
862,2019,内閣総理大臣の談話（中曽根元内閣総理大臣の逝去について）,安倍晋三
863,2019,内外情勢調査会全国懇談会 安倍総理講演,安倍晋三
864,2019,安倍総理　訪中にあたってのコメント,安倍晋三
865,2019,日中韓ビジネスサミット 安倍総理スピーチ,安倍晋三
866,2020,安倍内閣総理大臣　令和２年　年頭所感,安倍晋三
867,2020,カブース・ビン・サイード・アール・サイード国王陛下の崩御に関する安倍内閣総理大臣の談話,安倍晋三
868,2020,安倍晋三内閣総理大臣「中文導報」「東方新報」向け春節（旧正月）メッセージ,安倍晋三
869,2020,日米安全保障条約60周年記念レセプション（安倍総理挨拶）,安倍晋三
870,2020,トルコ東部エラズー県における地震被害に対する安倍内閣総理大臣によるレジェップ・タイップ・エルドアン・トルコ共和国大統領宛てお見舞いメッセージ,安倍晋三
871,2020,内閣総理大臣コメント（Ｈ－IIＡロケット４１号機の打上げ成功について）,安倍晋三
872,2020,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
873,2020,国民の皆様へ（東日本大震災九周年に当たって）,安倍晋三
874,2020,国民の皆様へ（東日本大震災九周年に当たって）,安倍晋三
875,2020,令和元年度　防衛大学校卒業式　内閣総理大臣訓示,安倍晋三
876,2020,令和二年沖縄全戦没者追悼式　内閣総理大臣挨拶,安倍晋三
877,2020,クリバリ・コートジボワール共和国首相の逝去に関する安倍総理大臣によるアラサン・ウワタラ・コートジボワール共和国大統領宛て弔意書簡,安倍晋三
878,2020,「海の日」を迎えるに当たっての内閣総理大臣メッセージ,安倍晋三
879,2020,タランギ前ニウエ首相兼外相の逝去に関する我が国の弔意表明,安倍晋三
880,2020,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,安倍晋三
881,2020,長崎原爆犠牲者慰霊平和祈念式典あいさつ,安倍晋三
882,2020,令和２年度全国戦没者追悼式総理大臣式辞,安倍晋三
883,2020,内閣総理大臣の談話（安倍晋三内閣総理大臣）,安倍晋三
884,2020,内閣総辞職に当たっての内閣総理大臣談話（安倍晋三内閣総理大臣）,安倍晋三
885,2020,内閣総理大臣の談話（菅義偉内閣総理大臣）,菅義偉
886,2020,第７５回国連総会における菅内閣総理大臣一般討論演説,菅義偉
887,2020,国際連合世界食糧計画（ＷＦＰ）のノーベル平和賞受賞に際する菅総理大臣による祝意メッセージ,菅義偉
888,2020,共同通信加盟社編集局長会議　菅総理スピーチ,菅義偉
889,2020,日越大学における菅総理政策スピーチ,菅義偉
890,2020,立皇嗣宣明の儀　寿詞（菅義偉内閣総理大臣）,菅義偉
891,2020,「APEC・CEOとの対話」菅義偉内閣総理からのビデオメッセージ,菅義偉
892,2020,令和２年度航空観閲式　菅内閣総理大臣訓示,菅義偉
893,2020,国連新型コロナ特別総会における菅総理大臣スピーチ,菅義偉
894,2020,第５４回自衛隊高級幹部会同　菅内閣総理大臣訓示,菅義偉
895,2020,"「伝統建築工匠の技」のユネスコ無形文化遺産登録に当たっての総理メッセージ
",菅義偉
896,2020,日本アカデメイア　交流会　菅内閣総理大臣スピーチ,菅義偉
897,2020,アジアの価値観と民主主義シンポジウムにおける菅総理大臣開会挨拶,菅義偉
898,2020,読売国際経済懇話会（ＹＩＥＳ）講演会　菅内閣総理大臣講演,菅義偉
899,2020,内外情勢調査会全国懇談会　菅内閣総理大臣講演,菅義偉
900,2021,菅内閣総理大臣　令和３年　年頭所感,菅義偉
901,2021,阪神・淡路大震災２６年に当たっての菅内閣総理大臣メッセージ,菅義偉
902,2021,「東日本大震災十周年追悼式」における内閣総理大臣式辞,菅義偉
