,year,title,speaker
1184,2024,日米観光イベントにおける岸田総理挨拶,岸田文雄
1185,2024,ＦＭＣＴフレンズ・ハイレベル立ち上げ会合における岸田総理挨拶,岸田文雄
1186,2024,日米の資産運用会社との意見交換における岸田総理挨拶,岸田文雄
1187,2024,第５７回日本薬剤師会学術大会　岸田総理ビデオメッセージ,岸田文雄
1188,2024,HeForSheサミット２０２４　岸田総理ビデオメッセージ,岸田文雄
1189,2024,国連総会ハイレベル会合サイドイベント　ＡＭＲに関する世界的アクション：ＵＨＣにおける健康長寿と持続可能性の促進　岸田総理ビデオメッセージ,岸田文雄
1190,2024,ツーリズム・エキスポ・ジャパン２０２４　岸田総理ビデオメッセージ,岸田文雄
1191,2024,第７９回国連総会における岸田内閣総理大臣一般討論演説（山﨑和之国連大使代読）,岸田文雄
1192,2024,内閣総理大臣談話（石破茂内閣総理大臣）,石破茂
1193,2024,石破首相によるビエンチャンタイムズへの寄稿「日本とASEANは『信頼できるパートナー』として未来を共に創る」,石破茂
1194,2024,ＪＥＴＲＯキーウ事務所開所式　石破総理ビデオメッセージ,石破茂
1195,2024,大阪・関西万博半年前イベント　石破総理ビデオメッセージ,石破茂
1196,2024,Ｇ－ＺＥＲＯサミット　石破総理ビデオメッセージ,石破茂
1197,2024,防衛省・自衛隊７０周年記念観閲式　石破内閣総理大臣訓示,石破茂
1198,2024,内閣総理大臣談話（石破茂内閣総理大臣）,石破茂
1199,2024,ＡＰＥＣ首脳会議出席に際しての石破総理によるエル・コメルシオ紙への寄稿文　太平洋を越えた日本とペルーの団結の絆～未来に向かって～,石破茂
1200,2024,内閣総理大臣謹話（石破茂内閣総理大臣）,石破茂
1201,2024,第１１回「富士山会合」　石破総理ビデオメッセージ,石破茂
1202,2024,Ｇ２０リオデジャネイロ・サミット出席に際しての石破総理によるオ・グローボ紙への寄稿文「日・ブラジル関係の新たな章の幕開けへ　１３０年の友情と国際協力」,石破茂
1203,2024,在ペルー日系人との懇談における石破総理挨拶,石破茂
1204,2024,在リオデジャネイロ日系人・在留邦人との懇談における石破総理挨拶,石破茂
1205,2024,第６４回商工会全国大会　石破総理ビデオメッセージ,石破茂
1206,2024,犯罪被害者週間　石破総理ビデオメッセージ,石破茂
1207,2024,犯罪被害者週間　石破総理ビデオメッセージ,石破茂
1208,2024,ＮｏｍｕｒａＩｎｖｅｓｔｍｅｎｔＦｏｒｕｍ　２０２４石破総理ビデオメッセージ,石破茂
1209,2024,ＪＦ（漁業協同組合）全国代表者集会　石破総理ビデオメッセージ,石破茂
1210,2024,「伝統的酒造り」のユネスコ無形文化遺産登録に当たっての内閣総理大臣メッセージ,石破茂
1211,2024,セミコン・ジャパン２０２４　石破総理ビデオメッセージ,石破茂
1212,2024,農林水産物等輸出促進全国協議会総会　石破総理ビデオメッセージ,石破茂
1213,2025,韓国における旅客機事故に関する石破総理大臣によるお見舞いメッセージの発出,石破茂
1214,2024,ジミー・カーター第３９代米国大統領の逝去に関する石破内閣総理大臣の談話,石破茂
1215,2025,石破内閣総理大臣　令和７年　年頭所感,石破茂
1216,2025,マレーシア訪問に際しての石破総理による国営ベルナマ通信社への寄稿文,石破茂
1217,2025,インドネシア訪問に際しての石破総理によるコンパス紙への寄稿文,石破茂
1218,2025,いしかわ伝統工芸フェア３０周年特別展開会セレモニー石破総理ビデオメッセージ,石破茂
1219,2025,日本生活協同組合連合会等２０２５年賀詞交歓会　石破総理ビデオメッセージ,石破茂
1220,2025,第１２回高校生ビジネスプラン・グランプリ 石破総理ビデオメッセージ,石破茂
1221,2025,日本創生に向けた人口戦略フォーラムｉｎみやぎ　石破総理ビデオメッセージ,石破茂
1222,2025,石破茂内閣総理大臣　２０２５年春節祝辞,石破茂
1223,2025,米国バージニア州における航空機事故を受けた石破総理大臣発トランプ大統領宛お見舞いメッセージの発出,石破茂
1224,2025,内閣総理大臣のコメント（Ｈ３ロケット５号機による「みちびき６号機」の打上げ成功について）（石破茂内閣総理大臣）,石破茂
1225,2025,令和７年北方領土返還要求全国大会　石破総理ビデオメッセージ,石破茂
1226,2025,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ（石破茂内閣総理大臣）,石破茂
1227,2025,ウクライナ支援に関する首脳会合　石破総理ステートメント,石破茂
1228,2025,岩手県大船渡市の林野火災に関する関係閣僚会議での発言（石破茂内閣総理大臣）,石破茂
1229,2025,広島ＡＩプロセス・フレンズグループ会合　石破総理ビデオメッセージ,石破茂
1230,2025,国民の皆様へ（石破茂内閣総理大臣）,石破茂
1231,2025,第５回帰国留学生総会　石破総理ビデオメッセージ,石破茂
1232,2025,ＦＩＮ／ＳＵＭ ２０２５　石破総理ビデオメッセージ,石破茂
1233,2025,日ラオス外交関係樹立70周年に際する石破総理大臣メッセージ,石破茂
1234,2025,復興推進会議・原子力災害対策本部会議合同会合での発言（石破茂内閣総理大臣）,石破茂
1235,2025,「国際女性の日」に当たっての石破内閣総理大臣ビデオメッセージ,石破茂
1236,2025,令和６年度防衛医科大学校卒業式　石破内閣総理大臣ビデオメッセージ,石破茂
1237,2025,「東日本大震災追悼復興祈念式」における内閣総理大臣追悼の辞,石破茂
1238,2025,陸上自衛隊高等工科学校卒業式　石破総理ビデオメッセージ,石破茂
1239,2025,令和６年度　防衛大学校卒業式　内閣総理大臣訓示（石破茂内閣総理大臣）,石破茂
1240,2025,硫黄島戦没者慰霊追悼顕彰式における内閣総理大臣追悼の辞（石破茂内閣総理大臣）,石破茂
1241,2025,日米硫黄島戦没者合同慰霊追悼顕彰式における内閣総理大臣追悼の言葉（石破茂内閣総理大臣）,石破茂
1242,2025,第７５回　“社会を明るくする運動”　〜犯罪や非行を防止し、立ち直りを支える地域のチカラ〜（石破茂内閣総理大臣）,石破茂
1243,2025,大阪・関西博万博開会式における石破内閣総理大臣挨拶,石破茂
1244,2025,政労会見における冒頭挨拶（石破茂内閣総理大臣）,石破茂
1245,2025,アーミテージ元国務副長官の逝去に際する石破内閣総理大臣の弔辞,石破茂
1246,2025,ローマ教皇フランシスコ台下の崩御に関する石破内閣総理大臣の談話,石破茂
1247,2025,カシミールにおけるテロ事件に対する石破内閣総理大臣によるお見舞いメッセージの発出,石破茂
1248,2025,ベトナム訪問に際しての石破総理によるトゥオイ・チェー紙への寄稿文「日本はベトナムの発展とともに歩む」,石破茂
1249,2025,ハイテク・ＧＸ・半導体分野における高付加価値産業創出に向けた日越協力フォーラム　石破総理挨拶,石破茂
1250,2025,フィリピン訪問に際しての石破総理によるフィリピン・スター紙、マニラ・ブレティン紙、フィリピン・デイリー・インクワイアラー紙への寄稿文「日本とフィリピンの戦略的パートナーシップのより一層の深化に向けて」,石破茂
1251,2025,三海域イニシアティブ首脳会合　石破総理メッセージ,石破茂
1252,2025,ジョセフ・ナイ米国ハーバード大学教授の逝去に際する石破内閣総理大臣の弔辞,石破茂
1253,2025,アフリカデー祝賀夕食会　石破総理メッセージ,石破茂
1254,2025,第３回国連海洋会議サイドイベント　持続可能な海洋の実現に向けた社会協働と国際連携　石破総理ビデオメッセージ,石破茂
1255,2025,インド西部グジャラート州における旅客機事故に対する石破内閣総理大臣によるお見舞いメッセージの発出,石破茂
1256,2025,Ｇ７カナナスキス・サミット出席に際しての石破総理によるグローブ・アンド・メール紙への寄稿文,石破茂
1257,2025,ジャパン・イノベーション・ナイト　石破総理ビデオメッセージ,石破茂
1258,2025,内閣総理大臣談話（石破茂内閣総理大臣）,石破茂
